med,sort,lat,lon
470329,Городские поликлиники,55.734386,37.414437
470333,Городские поликлиники,55.79209,37.339141
470336,Городские поликлиники,55.81473,37.567959
470339,Городские поликлиники,55.653138,37.427215
470345,Городские поликлиники,55.674768,37.56623
470349,Городские поликлиники,55.428357,37.269318
470350,Городские поликлиники,55.718161,37.738238
470355,Городские поликлиники,55.752754,37.394454
470358,Городские поликлиники,55.850453,37.709029
470360,Городские поликлиники,55.511058,37.324664
470361,Городские поликлиники,55.500127,37.331477
470362,Городские поликлиники,55.702386,37.63851
470363,Городские поликлиники,55.9273,37.388452
470365,Городские поликлиники,55.49594,37.334212
470381,Городские поликлиники,55.523008,37.513909
470386,Городские поликлиники,55.514948,37.289812
470399,Городские поликлиники,55.671401,37.757023
470388,Городские поликлиники,55.846728,37.450884
470390,Городские поликлиники,55.784819,37.325988
470391,Городские поликлиники,55.807171,37.536437
470392,Городские поликлиники,55.625853,37.341992
470396,Городские поликлиники,55.744459,37.496316
470397,Городские поликлиники,55.692312,37.506442
470398,Городские поликлиники,55.687904,37.45478
4703102,Городские поликлиники,55.840565,37.575681
4703105,Городские поликлиники,55.668914,37.507335
4703108,Городские поликлиники,55.716182,37.846694
4703110,Городские поликлиники,55.866931,37.367189
4703111,Городские поликлиники,55.856357,37.413307
4703113,Городские поликлиники,55.745364,37.762218
4703115,Городские поликлиники,55.814235,37.809998
4703121,Городские поликлиники,55.776057,37.483276
4703128,Городские поликлиники,55.619592,37.47239
4703134,Городские поликлиники,55.566639,37.290163
4703135,Городские поликлиники,55.850768,37.523359
4703136,Городские поликлиники,55.573457,37.281077
4703138,Городские поликлиники,55.755345,37.770866
4703139,Городские поликлиники,55.71032,37.94837
4703141,Городские поликлиники,55.656514,37.386901
4703142,Городские поликлиники,55.978386,37.167602
4703143,Городские поликлиники,55.82311,37.421316
4703152,Городские поликлиники,55.852486,37.387674
4703149,Городские поликлиники,55.87686,37.516106
4703150,Городские поликлиники,55.841569,37.543419
4703154,Городские поликлиники,55.78242,37.461614
4703157,Городские поликлиники,55.654623,37.579021
4703161,Городские поликлиники,55.695037,37.651728
4703162,Городские поликлиники,55.863657,37.517448
4703165,Городские поликлиники,55.682143,37.607816
4703166,Городские поликлиники,55.853155,37.657328
4703167,Городские поликлиники,55.688469,37.602844
4703168,Городские поликлиники,55.688739,37.559943
4703170,Городские поликлиники,55.719794,37.864829
4703172,Городские поликлиники,55.873917,37.577619
4703173,Городские поликлиники,55.671557,37.60726
4703177,Городские поликлиники,55.860673,37.645483
4703181,Городские поликлиники,55.799462,37.817793
4703184,Городские поликлиники,55.607199,37.407369
4703185,Городские поликлиники,55.752462,37.682852
4703190,Городские поликлиники,55.827416,37.761566
4703191,Городские поликлиники,55.804778,37.790448
4703193,Городские поликлиники,55.798214,37.767405
4703214,Городские поликлиники,55.686399,37.627241
4703195,Городские поликлиники,55.750935,37.686584
4703196,Городские поликлиники,55.655077,37.560592
4703197,Городские поликлиники,55.612822,37.474048
4703200,Городские поликлиники,55.39949,37.367688
4703202,Городские поликлиники,55.386725,37.406825
4703203,Городские поликлиники,55.412727,37.184815
4703204,Городские поликлиники,55.545656,37.486275
4703205,Городские поликлиники,55.565042,37.489401
4703206,Городские поликлиники,55.592143,37.451215
4703208,Городские поликлиники,55.721664,37.462596
4703209,Городские поликлиники,55.697422,37.761794
4703210,Городские поликлиники,55.730483,37.715814
4703213,Городские поликлиники,55.709963,37.778955
4703252,Городские поликлиники,55.748244,37.791642
4703215,Городские поликлиники,55.703902,37.739273
4703217,Городские поликлиники,55.644166,37.70647
4703220,Городские поликлиники,55.588128,37.607476
4703223,Городские поликлиники,55.591663,37.644767
4703225,Городские поликлиники,55.474553,37.536608
4703226,Городские поликлиники,55.624628,37.651109
4703253,Городские поликлиники,55.681535,37.752828
4703239,Городские поликлиники,55.817806,37.756413
4703240,Городские поликлиники,55.806946,37.763653
4703241,Городские поликлиники,55.806956,37.722812
4703243,Городские поликлиники,55.662928,37.736898
4703244,Городские поликлиники,55.593369,37.202432
4703245,Городские поликлиники,55.605023,37.168364
4703246,Городские поликлиники,55.588267,37.160195
4703247,Городские поликлиники,55.721064,37.770546
4703248,Городские поликлиники,55.719466,37.803318
4703251,Городские поликлиники,55.725033,37.404751
4703254,Городские поликлиники,55.723327,37.899416
4703264,Городские поликлиники,55.371509,37.214889
4703262,Городские поликлиники,55.57873,37.418046
4703265,Городские поликлиники,55.800908,37.598713
4703266,Городские поликлиники,55.607228,37.723075
4703267,Городские поликлиники,55.643126,37.632304
4703270,Городские поликлиники,55.782186,37.545738
4703273,Городские поликлиники,55.76428,37.728905
4703280,Городские поликлиники,55.52645,37.214879
4703290,Городские поликлиники,55.560397,37.492645
4703291,Городские поликлиники,55.758228,37.507901
4703294,Городские поликлиники,55.76331,37.709512
4703306,Городские поликлиники,55.605306,37.371281
4703311,Городские поликлиники,55.820578,37.443899
4703319,Городские поликлиники,55.637454,37.308359
4703330,Городские поликлиники,55.475446,37.292113
