edu,sort,lat,lon
395395,ДОО,55.851039,37.654785
395171,ДОО,55.758753,37.835917
39522037,ДОО,55.809258,37.394129
39551987,Школы,55.861086,37.422487
3963398,Школы,55.667738,37.789594
39611995,ДОО,55.854786,37.434557
39651998,Школы,55.853037,37.412786
39791754,Школы,55.884879,37.651691
39832064,Школы,55.79919,37.409024
399399,Школы,55.708311,37.775925
39911707,ДОО,55.864588,37.610905
39961701,Школы,55.85715,37.61416
40041776,ДОО,55.882164,37.643109
40131780,ДОО,55.886383,37.664097
40191783,Школы,55.889382,37.670933
402402,Школы,55.632603,37.677102
40261809,ДОО,55.873753,37.641997
40281848,ДОО,55.867206,37.701602
40411876,ДОО,55.890875,37.398427
405405,ДОО,55.736443,37.479345
4053523,Школы,55.682472,37.926378
40501539,ДОО,55.887062,37.604835
40541563,ДОО,55.904629,37.575943
40571589,ДОО,55.90057,37.584274
40581547,Школы,55.815121,37.594195
40741576,ДОО,55.903898,37.552455
40851602,Школы,55.873912,37.69637
40881626,ДОО,55.823442,37.600966
9f835c4d-01e1-4042-8c2b-de4af2394274,Школы,55.651759,37.347555
409409,ДОО,55.861448,37.509165
4093564,Школы,55.684045,37.719673
40901654,ДОО,55.817694,37.623991
41221340,ДОО,55.83867,37.574697
41311432,ДОО,55.813031,37.639026
41351345,Школы,55.815041,37.559039
41411383,ДОО,55.863937,37.490453
41431349,ДОО,55.815234,37.567082
41491491,Школы,55.866102,37.657268
41601470,ДОО,55.873376,37.67084
41611471,ДОО,55.86697,37.652788
41751476,ДОО,55.873415,37.663426
41771499,ДОО,55.892631,37.592879
41791483,ДОО,55.868604,37.658777
41891170,Школы,55.864714,37.51513
41901132,ДОО,55.890239,37.561585
41941144,Школы,55.8694,37.565602
42071201,ДОО,55.878831,37.534739
42131153,Школы,55.89155,37.560771
42151151,ДОО,55.887442,37.560647
4221863,ДОО,55.852489,37.680283
4333679,Школы,55.69232,37.56587
436436,Школы,55.878213,37.572415
4384272,ДОО,55.499233,37.540549
4473589,Школы,55.716515,37.748761
451451,Школы,55.743043,37.769199
453453,ОК,55.73217,37.709435
465465,ДОО,55.683205,37.597004
4652938,ДОО,55.680559,37.686334
474474,Школы,55.649599,37.589577
4792395,ДОО,55.756154,37.586457
482482,ДОО,55.648597,37.589739
4824146,Школы,55.544185,37.553089
501503,ДОО,55.709899,37.753501
501970,Школы,55.993688,37.219617
507509,Школы,55.491517,37.309803
509511,ДОО,55.844429,37.583466
5093011,ДОО,55.621798,37.701093
523525,ОК,55.803975,37.466529
5263174,Школы,55.591435,37.605077
534536,ДОО,55.810825,37.492261
5343107,ДОО,55.635607,37.608496
763afa60-10f9-4733-b895-262ab180a4ee,Школы,55.592632,37.372369
5383102,ДОО,55.639362,37.598572
540542,Школы,55.593507,37.666078
544546,ДОО,55.796877,37.613466
5442635,Школы,55.774443,37.59064
545547,ДОО,55.693942,37.857753
5452633,Школы,55.783813,37.60202
551553,Школы,55.803581,37.536528
5612593,Школы,55.739733,37.68588
595452,Школы,55.763287,37.73782
601603,Школы,55.817277,37.594276
603605,ОК,55.594091,37.105243
610612,ДОО,55.743756,37.785369
6102680,ДОО,55.723131,37.557075
6122696,ДОО,55.577019,37.666843
613615,Школы,55.75309,37.811575
614616,Школы,55.592548,37.644523
616618,Школы,55.64218,37.514897
622624,ДОО,55.771924,37.712154
6222822,Школы,55.713433,37.614365
630632,ДОО,55.80859,37.632824
6302806,ДОО,55.708527,37.662224
6392769,ДОО,55.634679,37.739543
640642,Школы,55.510215,37.56916
643645,Школы,55.814247,37.459373
651653,ДОО,55.810684,37.561839
6512768,Школы,55.639732,37.774138
66686,ДОО,55.707569,37.460422
6672834,ДОО,55.694432,37.604533
67690,ДОО,55.707331,37.467936
6732844,Школы,55.620593,37.754985
6762242,ДОО,55.601658,37.351025
6774197,ДОО,55.608679,37.530453
680682,ДОО,55.723384,37.674968
6804190,ДОО,55.605566,37.527105
621623,ДОО,55.794851,37.620719
685912,ДОО,55.981114,37.157927
686688,ОК,55.845603,37.348791
77,ДОО,55.395824,37.364994
71053,ДОО,55.809138,37.523265
701703,ДОО,55.718985,37.76823
7012398,ДОО,55.778523,37.70799
714716,ДОО,55.863134,37.370808
7142440,Школы,55.758622,37.644527
7172409,ДОО,55.755751,37.651662
7182549,Школы,55.760023,37.555799
722724,ДОО,55.567225,37.290992
7222542,ДОО,55.770771,37.587189
723920,ДОО,55.975184,37.154975
7391928,ДОО,55.842629,37.366114
7421973,ДОО,55.824865,37.453049
743917,Школы,55.981,37.153681
7501890,ДОО,55.851548,37.349188
7731966,Школы,55.832751,37.420051
753755,ОК,55.559192,37.392
768770,ОК,55.547563,37.521251
769771,Школы,55.922296,37.554032
7712062,ДОО,55.795551,37.397723
7852171,Школы,55.848577,37.437779
786788,Школы,55.731058,37.562255
803805,ДОО,55.550166,37.475463
8034213,Школы,55.604803,37.517753
822824,ОК,55.717353,37.440006
8252797,Школы,55.708103,37.663863
8292782,ДОО,55.634244,37.755647
830832,ДОО,55.709125,37.494241
8301519,Школы,55.895382,37.625186
844846,ОК,55.710254,37.500594
8521660,Школы,55.803985,37.633273
853855,ОК,55.505266,37.539731
860862,ОК,55.812981,37.766358
865867,ОК,55.731331,37.403731
866868,ОК,55.820824,37.596054
8691744,Школы,55.860361,37.639437
8773014,Школы,55.618891,37.700417
8811737,Школы,55.83708,37.642719
8893052,Школы,55.606966,37.729421
8901678,ДОО,55.871828,37.606828
892894,ДОО,55.837379,37.652948
8921644,Школы,55.803047,37.610454
a59e8896-4428-42c9-86e0-1a4ceb432b2b,ДОО,55.525391,37.508746
8991850,ДОО,55.881712,37.718935
99,Школы,55.563992,37.456425
9051828,ДОО,55.876378,37.632009
909911,ОК,55.78641,37.393367
9121771,ДОО,55.878935,37.6413
9161802,Школы,55.915064,37.548477
9271139,ДОО,55.862906,37.570686
917919,ДОО,55.78788,37.548089
9171801,Школы,55.932229,37.541132
919921,ОК,55.785622,37.556713
923925,ДОО,55.885356,37.573655
9231050,ДОО,55.806938,37.519753
924926,ОК,55.884633,37.574293
929860,ДОО,55.741552,37.496323
937939,ДОО,55.638324,37.527942
9379,Школы,55.815779,37.71109
9393250,ДОО,55.694757,37.856909
9581228,ДОО,55.868761,37.531485
962964,ОК,55.802492,37.492433
9621129,ДОО,55.873662,37.565127
9651204,Школы,55.882651,37.53528
9661203,Школы,55.882564,37.534362
97759,Школы,55.690748,37.500363
9711335,Школы,55.834757,37.561048
9731322,ДОО,55.800792,37.500388
98756,ДОО,55.69137,37.4991
980982,ОК,55.8328,37.433172
982984,Школы,55.842985,37.377172
9871269,ДОО,55.83977,37.530812
f9890145-ae7f-4614-a72c-8c5ff570af7e,ДОО,55.924748,37.550788
990992,ОК,55.486001,37.426341
9941408,ДОО,55.773074,37.541597
1010,ДОО,55.521693,37.571078
101054,ДОО,55.807651,37.536704
101734,ДОО,55.696365,37.508821
1019657,ДОО,55.643148,37.352481
1034613,Школы,55.717659,37.435499
10371039,ОК,55.683627,37.565935
12111213,Школы,55.712394,37.399697
10487,ДОО,55.80013,37.808964
10521275,ДОО,55.817873,37.52654
1063897,Школы,55.736333,37.462637
10761085,ДОО,55.859292,37.566282
11721174,ОК,55.551755,37.482812
108108,Школы,55.519084,37.287262
10841035,Школы,55.809796,37.531444
1111,Школы,55.522491,37.575734
1100253,Школы,55.715187,37.889805
1104242,ДОО,55.724067,37.900489
1162563,Школы,55.740153,37.420339
1114376,ДОО,55.763809,37.783196
113113,ДОО,55.385565,37.408655
11391,ДОО,55.794506,37.808928
1149351,Школы,55.762318,37.786715
1155530,ДОО,55.760338,37.412213
1156515,ДОО,55.749404,37.568882
11773056,Школы,55.602937,37.745591
118872,ДОО,55.723192,37.455981
11891191,Школы,55.810224,37.702547
1212,ДОО,55.577162,37.281691
121041,ДОО,55.806259,37.547075
120120,ОК,55.642202,37.381198
1204231,Школы,55.710086,37.891831
12152956,ОК,55.690041,37.668269
12161218,ДОО,55.733485,37.533208
12162309,ДОО,55.590615,37.427801
12192270,ДОО,55.617039,37.408149
122898,ДОО,55.733148,37.451327
1231217,Школы,55.799646,37.796321
1240219,Школы,55.790608,37.796332
12451247,Школы,55.593312,37.207526
12473965,ДОО,55.570729,37.569449
12531255,Школы,55.598414,37.160865
12653987,ДОО,55.644397,37.475573
12671269,ОК,55.64233,37.637444
12681270,ДОО,55.648588,37.627155
12683994,ДОО,55.633149,37.472627
12701272,Школы,55.643887,37.63348
13011303,ОК,55.84997,37.526676
13041306,ДОО,55.811198,37.524403
13044031,ДОО,55.678405,37.555031
12771279,ОК,55.696782,37.709326
12914020,Школы,55.622436,37.491551
12951297,ДОО,55.85963,37.54205
12954076,Школы,55.531968,37.522551
135,ДОО,55.819146,37.699852
13081310,ДОО,55.797527,37.627866
13084120,ДОО,55.547344,37.563168
13101313,ДОО,55.726597,37.644002
1310190,Школы,55.770248,37.824931
13174059,Школы,55.669296,37.57147
13234073,Школы,55.534536,37.532781
13294048,ДОО,55.661783,37.567801
133133,ДОО,55.693518,37.64854
133803,Школы,55.645817,37.409111
13303796,Школы,55.660261,37.596975
13361339,ОК,55.544268,37.301488
13433792,ДОО,55.653235,37.57288
13461349,Школы,55.587804,37.423891
13501353,Школы,55.569549,37.407529
13511354,ДОО,55.578698,37.43113
13513272,Школы,55.711566,37.805196
13521355,ДОО,55.575712,37.427076
13561359,ДОО,55.542356,37.353483
13563815,ДОО,55.652663,37.521786
13621365,ОК,55.529445,37.361015
137800,ДОО,55.635309,37.382773
13721375,ОК,55.63098,37.41557
13951398,ОК,55.711276,37.858821
13971400,ОК,55.533315,37.366967
13992359,ДОО,55.477403,37.303403
1414,Школы,55.487887,37.340406
14073870,Школы,55.683928,37.535116
e8be5f81-00ad-4511-b65f-0a53bc8a5163,ДОО,55.913932,37.550633
14121415,ДОО,55.473011,37.397749
14183918,ДОО,55.684613,37.535715
14191422,Школы,55.707061,37.695984
14223351,Школы,55.760586,37.691508
143143,ДОО,55.932228,37.367684
143880,Школы,55.72552,37.473694
15023759,ДОО,55.699466,37.55965
14391442,Школы,55.773007,37.581915
144869,ДОО,55.726642,37.457408
14442088,ДОО,55.773211,37.471669
14473713,Школы,55.691965,37.585921
94c109c4-66cc-4e4e-9c50-0c30c97a3ba9,ДОО,55.869378,37.551394
15152117,Школы,55.780543,37.477323
14823749,Школы,55.702541,37.554348
14843733,Школы,55.692281,37.543759
14883723,Школы,55.704785,37.577948
14933346,ДОО,55.753969,37.675097
14952096,ДОО,55.779333,37.463518
15743556,ДОО,55.733462,37.720164
15162113,ДОО,55.771431,37.488712
152152,ОК,55.81616,37.421323
15242619,Школы,55.770099,37.607033
15263763,ДОО,55.698319,37.557629
15463766,Школы,55.697627,37.556468
910912,ДОО,55.770037,37.496308
15503756,ДОО,55.686373,37.538005
15663601,Школы,55.713479,37.753111
15693593,ДОО,55.71954,37.793758
15723614,Школы,55.725256,37.768728
15773582,ДОО,55.687142,37.728571
15813609,ДОО,55.721035,37.781033
15973292,Школы,55.700611,37.774776
16172109,Школы,55.774322,37.48557
1621806,ДОО,55.644722,37.387672
16272483,Школы,55.780119,37.641987
c1840ea4-abb1-4509-ac88-3d900a12d608,ДОО,55.523126,37.510434
16282099,Школы,55.785172,37.453197
25132048,Школы,55.807622,37.412408
16322107,ДОО,55.783035,37.459305
16423632,ДОО,55.722919,37.737016
16573645,ДОО,55.715209,37.732743
16602083,ДОО,55.774612,37.490077
167531,ДОО,55.760403,37.413913
16862038,Школы,55.80752,37.397613
944946,ОК,55.753387,37.678389
16883198,ДОО,55.600423,37.584198
16943711,ДОО,55.679525,37.580924
16973659,ДОО,55.723632,37.665226
17073653,ДОО,55.701651,37.743874
17161177,ДОО,55.86118,37.511423
17541127,ДОО,55.871189,37.567217
17253434,Школы,55.649205,37.722572
17273433,Школы,55.648933,37.721723
173173,ОК,55.698478,37.723612
17373481,ДОО,55.644979,37.712586
17743507,Школы,55.651971,37.713487
17473478,ДОО,55.648784,37.718215
17613494,ДОО,55.650873,37.731159
17736,ДОО,55.812029,37.730362
17723465,ДОО,55.663376,37.777933
c4b677f5-40f9-4961-bdae-164cb47888ba,ДОО,55.874549,37.598055
17852072,Школы,55.7808,37.467194
17991076,ДОО,55.875487,37.54324
19793456,ДОО,55.643398,37.712616
18333575,Школы,55.688156,37.729365
18372068,ДОО,55.780593,37.473585
1867843,ДОО,55.664319,37.465995
18383554,ДОО,55.732166,37.721617
18392179,Школы,55.848269,37.444356
18403552,Школы,55.73283,37.706361
18443527,ДОО,55.685427,37.918768
18583383,Школы,55.678645,37.752042
18653385,ДОО,55.677867,37.767316
18763335,Школы,55.751856,37.679173
18793339,Школы,55.744543,37.719278
1887172,ДОО,55.770364,37.835549
b938643a-aab4-4b6d-a930-c289cb85cf40,ДОО,55.760448,37.565847
18941307,Школы,55.797242,37.574193
18964083,ДОО,55.537712,37.508816
1919,ОК,55.840417,37.657883
190587,Школы,55.736975,37.414137
19103413,ДОО,55.670015,37.767632
19313447,ДОО,55.663252,37.766208
19363392,ДОО,55.667597,37.745639
194194,ОК,55.795638,37.626086
19403417,Школы,55.660463,37.7271
19641418,ДОО,55.778654,37.515296
19691387,ДОО,55.85935,37.506481
19721401,ДОО,55.787134,37.522407
19803452,ДОО,55.644486,37.733101
19823852,Школы,55.636757,37.531381
198968,ДОО,55.733175,37.83403
19913888,Школы,55.677939,37.538575
201052,Школы,55.804958,37.531976
25321775,Школы,55.891816,37.676998
20103786,Школы,55.656071,37.578976
20113811,ДОО,55.645599,37.511666
202202,ДОО,55.612688,37.475231
202542,ДОО,55.756536,37.414471
20203951,ДОО,55.564497,37.569976
20243924,ДОО,55.662454,37.529007
20424100,Школы,55.54486,37.519556
20493164,Школы,55.599969,37.614627
20563975,ДОО,55.574583,37.583856
20582306,Школы,55.498098,37.51506
22381334,ДОО,55.808386,37.500893
21054056,ДОО,55.656461,37.561818
208208,ОК,55.742328,37.395759
20862274,Школы,55.655182,37.428688
20913968,ДОО,55.570735,37.566393
20974069,ДОО,55.529393,37.515578
21004027,Школы,55.679226,37.555895
22653322,ДОО,55.714018,37.774369
21074079,ДОО,55.542258,37.523557
21113132,Школы,55.640126,37.588576
21132239,ДОО,55.594663,37.106948
21261351,ДОО,55.810877,37.574756
21382285,Школы,55.521732,37.211246
21422259,ДОО,55.599934,37.364917
21432332,ДОО,55.566668,37.487618
21462363,ДОО,55.559357,37.312355
21552250,ДОО,55.593754,37.339859
21642184,Школы,55.62187,37.309451
22392763,Школы,55.585297,37.651006
21742194,ДОО,55.624122,37.306886
21772369,ДОО,55.417313,37.41168
21782196,ДОО,55.62015,37.265849
2195248,Школы,55.717561,37.883667
22023179,Школы,55.598588,37.613044
22054141,ДОО,55.551204,37.55796
22082814,ДОО,55.708526,37.616604
22173777,ДОО,55.644395,37.5967
22184140,ДОО,55.554881,37.556465
22321368,ДОО,55.875586,37.486794
22371337,Школы,55.812683,37.560323
224580,ДОО,55.743142,37.406674
22414010,ДОО,55.627136,37.508387
22564128,ДОО,55.502738,37.591691
226226,ДОО,55.779684,37.464849
226577,Школы,55.742338,37.410484
2270925,ДОО,55.972348,37.159727
22844138,Школы,55.550275,37.55037
23023191,ДОО,55.593159,37.608445
23043190,ДОО,55.60537,37.614739
23253039,Школы,55.609044,37.753898
233233,ДОО,55.879718,37.50078
233684,ДОО,55.70567,37.472282
23392881,Школы,55.636198,37.717827
236236,Школы,55.862635,37.461896
23632688,Школы,55.723477,37.605761
23692669,Школы,55.723929,37.560261
23922381,ДОО,55.512952,37.566337
23952421,Школы,55.754981,37.64601
23982422,Школы,55.754808,37.64642
24022401,ДОО,55.7714,37.668371
24092464,ДОО,55.724078,37.628359
24132472,ДОО,55.782468,37.662252
24162497,Школы,55.772352,37.626977
24231297,ДОО,55.851093,37.62104
24242148,ДОО,55.78997,37.489946
24332125,ДОО,55.809646,37.474102
244244,ДОО,55.664326,37.734974
244604,ДОО,55.709881,37.398042
24404193,Школы,55.603151,37.538134
244844,ДОО,55.717621,37.824008
24564253,ДОО,55.983088,37.191701
24611945,Школы,55.847298,37.364909
24631943,Школы,55.847119,37.369584
247311,ДОО,55.663527,37.538376
24701917,Школы,55.832147,37.354048
24712092,ДОО,55.787638,37.466626
248248,Школы,55.637502,37.716002
24891975,Школы,55.825971,37.449914
24902023,ДОО,55.802084,37.400168
24952040,Школы,55.802463,37.394456
24972018,ДОО,55.858418,37.439662
d17d3bb6-cac7-4933-9297-c894383cd151,ДОО,55.651147,37.515175
25072024,ДОО,55.806728,37.401535
25162061,Школы,55.793888,37.398797
25171748,ДОО,55.853011,37.660422
25211703,ДОО,55.856552,37.618405
25291709,Школы,55.865359,37.619511
25451819,Школы,55.876673,37.623914
25811617,Школы,55.884909,37.683106
25841586,ДОО,55.897065,37.566776
25881655,ДОО,55.818712,37.623574
259259,ДОО,55.930595,37.353064
25991164,Школы,55.845982,37.481084
260479,ДОО,55.798184,37.685507
26041225,Школы,55.8643,37.540486
26091641,ДОО,55.798876,37.617253
26161373,ДОО,55.867273,37.498497
2622112,ДОО,55.808557,37.766469
b55b8dc2-fe2a-496f-a3f4-0363dce26eaf,ДОО,55.697241,37.365761
26331502,Школы,55.897272,37.616218
26371461,Школы,55.884169,37.595699
28071106,ДОО,55.832486,37.491071
2639115,ДОО,55.81177,37.780017
26591124,Школы,55.829131,37.491082
26691115,ДОО,55.820499,37.517011
be3e8928-2200-4111-96d0-6b2601c57d27,ДОО,55.771917,37.391697
26721205,ДОО,55.88266,37.537209
26911182,Школы,55.895476,37.537908
2693110,ДОО,55.818772,37.80597
27221018,ДОО,55.984071,37.183003
2739981,ДОО,55.988589,37.234759
2742915,Школы,55.979366,37.154862
2746946,Школы,55.995702,37.202259
27541067,ДОО,55.777856,37.576349
2770689,ДОО,55.681038,37.451047
27791243,Школы,55.834158,37.52557
27861005,Школы,55.980069,37.182057
2793235,ДОО,55.718449,37.802974
2792977,Школы,55.989261,37.254306
27941008,Школы,55.978292,37.18363
27961010,Школы,55.973119,37.202689
28091099,Школы,55.819688,37.511266
cc7284c3-fb03-461a-a00d-094d99f2645d,ДОО,55.659589,37.517921
2814581,Школы,55.741711,37.4083
2815566,Школы,55.729142,37.427233
2823618,ДОО,55.722708,37.403586
2836635,ДОО,55.723659,37.440472
284284,ДОО,55.627532,37.676536
284389,Школы,55.803667,37.727598
31611516,Школы,55.895195,37.635708
2841661,ДОО,55.64142,37.339294
2847186,ДОО,55.779424,37.83124
2858390,ДОО,55.800339,37.72946
2875417,ДОО,55.806492,37.827732
531533,ДОО,55.823329,37.596956
288288,ДОО,55.742948,37.75727
288369,Школы,55.742609,37.7627
2887467,ДОО,55.789355,37.737194
28953291,ДОО,55.706469,37.783425
290290,ДОО,55.836182,37.532507
29029,ДОО,55.815751,37.712346
526528,ОК,55.845493,37.518632
29053367,Школы,55.684307,37.753894
29103409,ДОО,55.673539,37.742722
29153538,ДОО,55.700504,37.929385
29173510,ДОО,55.64928,37.711276
292338,ДОО,55.757048,37.801839
29323630,Школы,55.717585,37.736841
29352966,Школы,55.652072,37.608251
29424113,Школы,55.540513,37.577806
29532958,ДОО,55.647133,37.607682
29563110,Школы,55.629539,37.594464
29642512,Школы,55.756216,37.603252
29673122,ДОО,55.624684,37.60741
29723131,Школы,55.624961,37.614041
bf8b830c-f4bb-4ff0-8166-b8644efc00cc,ДОО,55.53957,37.533999
29763146,Школы,55.608501,37.597521
29983181,Школы,55.603324,37.601508
30142816,ДОО,55.723938,37.660935
30152736,ДОО,55.591147,37.666525
30164246,ДОО,55.993659,37.195899
30192638,Школы,55.73472,37.592319
30292773,ДОО,55.636759,37.752092
30322815,ДОО,55.725673,37.660783
30702438,ДОО,55.763902,37.653612
30732373,Школы,55.510665,37.569291
30752445,ДОО,55.746408,37.63041
30852500,ДОО,55.772349,37.624315
311311,ДОО,55.754965,37.780737
3113350,ДОО,55.753677,37.713121
31101858,ДОО,55.851863,37.686581
31161126,Школы,55.837803,37.484364
31251982,ДОО,55.852041,37.433272
31382154,ДОО,55.848634,37.416212
3144244,Школы,55.994863,37.223091
31424152,ДОО,55.537893,37.536302
31484210,ДОО,55.597099,37.543125
31504216,Школы,55.599582,37.542549
31554174,Школы,55.610171,37.528662
31731571,ДОО,55.892466,37.578793
31811667,Школы,55.850925,37.615679
3186520,Школы,55.738716,37.518234
31931818,Школы,55.877561,37.618358
31944151,ДОО,55.538793,37.539168
320320,ДОО,55.710757,37.488751
801a3de8-770f-4b03-b1a7-0a187c803ea9,ДОО,55.536373,37.536534
321321,Школы,55.833074,37.530533
32311374,Школы,55.870683,37.49303
32361359,ДОО,55.818599,37.571492
32401346,Школы,55.815714,37.559625
3251735,ДОО,55.701751,37.502724
3264673,Школы,55.650965,37.366902
3277787,ДОО,55.644723,37.412743
3282853,Школы,55.744748,37.493089
32861060,Школы,55.787425,37.573779
32911045,Школы,55.798599,37.54124
329292,ДОО,55.792919,37.812326
3295959,Школы,55.996778,37.204256
329628,ДОО,55.814923,37.730168
3300157,ДОО,55.76497,37.826879
3308252,ДОО,55.71298,37.859591
3318319,ДОО,55.74066,37.871475
3322381,Школы,55.80163,37.720974
3344536,ДОО,55.749791,37.420596
e5350a39-eba0-49a0-8917-b98d2e69e2d8,ДОО,55.657902,37.558319
3345444,Школы,55.773083,37.733481
3379225,Школы,55.793853,37.795691
339339,Школы,55.8084,37.751868
33963953,Школы,55.569563,37.571305
33984261,Школы,55.61604,37.409907
35591065,Школы,55.782438,37.559783
355355,ДОО,55.668624,37.549555
34053893,ДОО,55.675833,37.534551
3413193,ДОО,55.600901,37.593581
34153998,Школы,55.634629,37.487579
34212251,Школы,55.595341,37.346707
3425203,ДОО,55.789629,37.796483
343343,Школы,55.804071,37.78575
344344,ОК,55.85289,37.384742
34443936,ДОО,55.661433,37.518188
345345,Школы,55.655311,37.593377
34634123,ДОО,55.544226,37.563244
34743910,ДОО,55.681518,37.520294
34913741,ДОО,55.687742,37.548957
34943692,Школы,55.684184,37.564415
35014225,ДОО,55.802427,37.346915
3507742,Школы,55.702461,37.51265
35121916,ДОО,55.833418,37.353192
3515100,Школы,55.81964,37.866572
35353702,Школы,55.681439,37.560515
3553341,ДОО,55.758592,37.713547
3554851,ДОО,55.75604,37.514106
3558893,ДОО,55.741631,37.479586
3565831,Школы,55.653287,37.469635
357357,Школы,55.847724,37.486159
358358,ОК,55.641934,37.546799
35853091,Школы,55.634699,37.682058
365365,ДОО,55.806191,37.771782
35893136,Школы,55.620796,37.584921
35923171,ДОО,55.598408,37.58217
35933172,ДОО,55.590188,37.611325
35953157,Школы,55.619912,37.597089
3600809,ДОО,55.658944,37.484224
36033185,Школы,55.599275,37.595256
36202935,ДОО,55.673747,37.667185
36223001,Школы,55.613858,37.697851
36333081,ДОО,55.62117,37.651177
36383033,Школы,55.596185,37.719718
36453084,Школы,55.624251,37.663415
36463089,Школы,55.62785,37.67299
3653337,Школы,55.763555,37.708011
3652461,ДОО,55.76327,37.743385
36552755,ДОО,55.57754,37.649867
36742818,ДОО,55.719593,37.660642
36772804,ДОО,55.701512,37.63636
36882771,Школы,55.63452,37.742543
36902839,ДОО,55.615423,37.739046
3737,Школы,55.75604,37.689636
37042817,Школы,55.721669,37.661784
37132855,ДОО,55.624566,37.738124
37162917,Школы,55.6726,37.657404
37192867,ДОО,55.627542,37.745038
37302896,ДОО,55.640566,37.694126
37322883,ДОО,55.639625,37.665762
37412567,ДОО,55.749574,37.659786
37492577,ДОО,55.744873,37.674367
37522613,ДОО,55.787216,37.599656
37552637,ДОО,55.77399,37.60188
37662594,Школы,55.742772,37.680909
37812710,ДОО,55.598349,37.657139
37882677,ДОО,55.717764,37.57504
3808144,Школы,55.822376,37.828184
38262404,ДОО,55.76961,37.688156
38272405,ДОО,55.764211,37.666307
38302391,Школы,55.748561,37.596787
38342479,ДОО,55.775782,37.646081
38392467,Школы,55.78475,37.670012
39331894,Школы,55.84606,37.349953
38512547,ДОО,55.764939,37.559059
38602169,ДОО,55.848953,37.452059
38612159,Школы,55.845328,37.401185
38684000,ДОО,55.633906,37.4864
38712139,ДОО,55.799546,37.489917
38814172,Школы,55.608069,37.541766
38922177,Школы,55.845996,37.450596
3894449,Школы,55.789776,37.74086
38994195,ДОО,55.601948,37.54376
39174220,Школы,55.613429,37.551655
39224256,Школы,55.80465,37.506853
39281919,ДОО,55.837088,37.355408
39461976,ДОО,55.823467,37.444251
39561988,Школы,55.858831,37.409945
39802025,ДОО,55.815945,37.396387
39901710,ДОО,55.866387,37.618235
4063607,ДОО,55.712754,37.785461
40031791,Школы,55.937995,37.549545
40221805,Школы,55.913925,37.550632
40291842,ДОО,55.862639,37.692977
40521540,ДОО,55.900373,37.59039
40551564,ДОО,55.892552,37.57101
406406,ДОО,55.637406,37.377887
40621504,Школы,55.89871,37.611709
4073604,ДОО,55.730719,37.766844
40771594,ДОО,55.880405,37.706516
40951691,ДОО,55.864581,37.596071
40961724,Школы,55.872893,37.589074
41001715,Школы,55.855126,37.588034
41151325,ДОО,55.793124,37.508237
41191371,Школы,55.87315,37.489066
4123557,ДОО,55.735165,37.747216
41271386,ДОО,55.857599,37.499654
41281381,ДОО,55.862401,37.488407
41291376,Школы,55.869991,37.491684
130ea7b2-7bba-4bc3-97e3-1ad174238771,Школы,55.662811,37.558984
413413,ДОО,55.842325,37.567561
4133545,ДОО,55.708314,37.924655
41391370,ДОО,55.873306,37.491365
4143490,Школы,55.649795,37.747417
41471449,Школы,55.818166,37.662649
4151118,ДОО,55.812065,37.792522
41541473,ДОО,55.859283,37.664468
598600,ДОО,55.800517,37.773081
41591450,Школы,55.813162,37.655216
41631474,ДОО,55.872358,37.66291
417417,ОК,55.786365,37.450978
41811489,Школы,55.870525,37.669728
41832134,ДОО,55.791184,37.500929
420420,ДОО,55.62691,37.672025
4204127,Школы,55.502745,37.59033
42001202,ДОО,55.881817,37.534851
42081198,ДОО,55.890443,37.525481
42161156,Школы,55.844249,37.499891
4218107,ДОО,55.822374,37.829729
42191154,Школы,55.881619,37.555409
42201242,ДОО,55.826515,37.527633
42211236,ДОО,55.875554,37.52206
423423,ДОО,55.812193,37.794853
423129,Школы,55.828045,37.817685
428428,Школы,55.826995,37.767714
4343,ОК,55.819718,37.76281
432174,Школы,55.768953,37.825454
435435,ОК,55.805965,37.806687
437437,ДОО,55.839288,37.541698
4373710,ДОО,55.685077,37.589038
4443663,ДОО,55.712215,37.668418
4453640,ДОО,55.717095,37.730865
449449,ДОО,55.81864,37.633834
4493592,Школы,55.718816,37.792977
2eb385a6-8348-41c1-a31b-40b57afd9038,ДОО,55.502732,37.590319
452452,ДОО,55.741847,37.766217
4523634,Школы,55.711638,37.736365
710712,ДОО,55.706632,37.508706
455455,ДОО,55.713612,37.772746
4552987,ДОО,55.610671,37.703837
457457,Школы,55.67937,37.752096
460460,ДОО,55.698844,37.784348
5653212,Школы,55.683914,37.847862
4602959,Школы,55.64649,37.614266
40c4125e-8685-4875-81eb-e7c6cfdd3f93,Школы,55.526268,37.50804
463463,ДОО,55.881908,37.577845
463163,Школы,55.775872,37.82653
464464,Школы,55.679181,37.610058
470470,ДОО,55.659917,37.579052
4704125,Школы,55.537152,37.50948
4782597,ДОО,55.730074,37.671432
481481,ДОО,55.779378,37.458173
4813199,Школы,55.599307,37.585597
488488,ДОО,55.870044,37.540725
4883007,ДОО,55.614982,37.702517
4932941,ДОО,55.678505,37.699801
5003003,Школы,55.617298,37.722984
505507,ОК,55.975488,37.175634
5111,ДОО,55.81418,37.72437
513515,Школы,55.516689,37.225186
516518,ДОО,55.533918,37.160651
5163017,ДОО,55.614479,37.700232
528530,ОК,55.670054,37.755231
856858,ДОО,55.549227,37.51938
5412606,Школы,55.772439,37.617981
