УИН,количество этажей всего,высота объекта,Этажность объекта подземная,Этажность объекта наземная,Количество квартир,Общая площадь объекта,Площадь жилых помещений объекта,lon,lat,pricemetr,metroprox,rwprox,medprox,kidprox,schoolprox,cemetprox,industrprox,liveratio,highratio
TT0000-10-0390-001,35.0,127.72,3.0,32.0,569.0,71770.1,40703.0,37.47909683121603,55.69301135791596,0.46426201846032705,0.007704772020171487,0.014259797412233637,0.012704521815781852,0.0013104264948786955,0.010534849119016873,0.04234871859401793,0.03450906175177249,0.5671303230732575,3.99125
HH4125-10-0002-001,25.0,78.0,1.0,24.0,1127.0,92102.3,62278.4,37.472711868551066,55.78964708438332,0.30158364141850985,0.020449942327108006,0.02192818383921179,0.012407981264724371,0.003321241707904548,0.0022005053436496076,0.05666598058640545,0.012229341873078416,0.6761872396237661,3.25
HI2230-10-0001-001,25.0,72.51,1.0,24.0,257.0,17301.7,12020.6,37.407598568977484,55.615453077782604,0.21426720413762407,0.01392594086564893,0.05356195640240627,0.008257269642967646,0.0016787267765110184,0.002381875621221919,0.017488897588610525,0.024515224828769902,0.694764098325598,3.02125
HI7948-10-0001-001,31.0,97.2,1.0,30.0,639.0,83053.2,33618.8,37.60032182669305,55.586476122986646,0.30126412160531985,0.005470800614914111,0.013527705714300587,0.007342403787120946,0.00044013183496073853,0.0037943683813230784,0.020348391628375997,0.024955642664450203,0.404786329726007,3.24
HG6686-10-0001-001,27.0,81.95,1.0,26.0,250.0,12338.3,10937.5,37.55667800065561,55.856720934350776,0.2820649715867229,0.004705919541296628,0.009474526442190335,0.007423699393183365,0.002474697646434385,0.0062656976682819105,0.03630123344669923,0.01092776259020015,0.8864673415300326,3.151923076923077
TT0000-10-0504-001,10.0,34.85,1.0,9.0,132.0,17577.1,8346.32,37.340502194288575,55.79232257425279,0.29119723921210827,0.038617458195194146,0.03573860829520316,0.0013809202273546675,0.0016514495950650096,0.0021423129712521815,0.02770797484914517,0.011611528031193096,0.47484055959174154,3.8722222222222222
HH0226-10-0001-001,11.0,40.93,1.0,10.0,491.0,70849.3,35302.5,37.342077185795084,55.78879574830064,0.4312214339875862,0.03880325495007698,0.03716807277652843,0.004412854097065979,0.002664095990406391,0.003951205160181824,0.02522867869615744,0.007978280044316015,0.4982759180401218,4.093
TT0000-10-0490-001,22.0,74.95,1.0,20.0,204.0,16411.0,13029.9,37.62717908239971,55.68737368917392,0.43410438312289923,0.006486208760056608,0.008238106159915853,0.0009766538665125773,0.00014744313428349579,0.003529874774012306,0.02446983049408605,0.0032475476774873886,0.7939735543233197,3.7475
HH3062-10-0001-001,46.0,149.99,2.0,44.0,785.0,72765.25,41893.8,37.43301886429847,55.72859996758017,0.44185376763776046,0.013168765918872104,0.013784337916395537,0.007500257788473798,0.0026586197185023077,0.0014694980989067097,0.025170040609402325,0.00508520753608483,0.5757391062354628,3.4088636363636367
HH4282-10-0001-001,27.0,97.95,2.0,25.0,396.0,63160.7,34360.5,37.47373936416254,55.69710353535968,0.28755667749675295,0.014446244163615602,0.007642502355917667,0.016043193418060056,0.006432313187708869,0.008779513440089206,0.042857216491781674,0.030888102581682324,0.5440170865744047,3.918
TT0000-10-0531-001,29.0,99.85,1.0,28.0,455.0,33797.0,21616.8,37.51220569521833,55.838912971173535,0.3950499696287551,0.024407909251614197,0.008665155246040598,0.013007770610002026,0.0003069573398316874,0.0039306997656552425,0.010122114307289674,0.003843997374441507,0.6396070657158919,3.5660714285714286
IH4758-10-0002-001,12.0,42.5,1.0,11.0,81.0,8909.8,4646.2,37.82662385049007,55.735352523042266,0.22238124024476366,0.019159449360268203,0.014680031646722533,0.004799736871929172,0.003397994310043862,0.0023445811398617148,0.014072677715601785,0.02265484414580809,0.5214707400839526,3.8636363636363638
IH2807-10-0001-001,18.0,53.24,1.0,17.0,176.0,12275.0,7200.9,37.75775478719356,55.816649008486614,0.2936683733977876,0.018024884771739254,0.017873026937375865,0.001771728600785989,0.0019120227528082615,0.0051686526228335765,0.02499517304965248,0.037378705825632484,0.5866313645621181,3.131764705882353
HI2826-10-0001-001,18.0,54.02,1.0,17.0,356.0,23016.1,13830.6,37.41708837859949,55.615418422013555,0.27084158453758367,0.009627258852083343,0.061140828878134955,0.012728912702859082,0.0012031998180922665,0.0028876901868492054,0.008109733245106051,0.03165665917239123,0.600909797924062,3.1776470588235295
IH0667-99-0001-001,31.0,99.57,2.0,29.0,756.0,71869.1,44063.63,37.68875007767428,55.720052186638426,0.3283846442478595,0.005509677012151207,0.009142231699428044,0.015805025808720598,0.008752397778989656,0.014869450645163897,0.013333449350091103,0.00560223278151987,0.6131095282951922,3.4334482758620686
GG6504-10-0003-001,17.0,54.32,2.0,15.0,246.0,21680.3,12166.9,37.21871196086634,55.99310298328419,0.17714525929989186,0.19265434362566788,0.03670318031663254,0.006844680342884515,0.0029076590889440417,0.0010776550427843683,0.020593490186123293,0.24630253834099514,0.5611961089099321,3.6213333333333333
IH0833-10-0001-001,15.0,49.63,1.0,14.0,52.0,4097.8,2750.0,37.69763330851132,55.77668894523557,0.45570755941579294,0.007944866356466561,0.008774976557242055,0.010801370686420736,0.004400530707060149,0.007073822095328302,0.009551885865490092,0.01089697545603106,0.6710918053589731,3.5450000000000004
HG3984-10-0001-001,26.0,79.0,2.0,23.0,602.0,57497.0,31747.4,37.46452942697601,55.85814840141943,0.3929758453727363,0.01209681899685777,0.010998616529520217,0.012508919689958927,0.0017643022305660252,0.0032591833083406014,0.04260689896106979,0.020736593189675575,0.5521575038697671,3.4347826086956523
IH2848-10-0001-001,32.0,99.79,1.0,31.0,1509.0,107394.0,63793.5,37.761660766171374,55.75243154583781,0.35683134991044896,0.01321343171954415,0.013317706218536398,0.00708947908588873,0.005749460317001011,0.00981192256118902,0.04264336982208975,0.01418687050640229,0.594013632046483,3.2190322580645163
IH0650-10-0001-001,22.0,80.0,1.0,22.0,234.0,31363.2,16995.2,37.69022483678045,55.75074227985534,0.3374518003433249,0.007871616619462049,0.012569811206306476,0.003645933833193289,0.0025016838614786378,0.002289490662865411,0.01739722204093715,0.008433591815317748,0.5418834812774207,3.6363636363636362
HH5245-10-0002-001,30.0,99.85,1.0,29.0,1097.0,109792.0,68334.8,37.50975123236309,55.75751519016653,0.3708538195595118,0.012468618553623662,0.013724949746249798,0.0019827903711993693,0.004597845930315737,0.006157500806911349,0.042504449192671934,0.006527110679110069,0.622402360827747,3.443103448275862
IH1768-10-0003-001,25.0,74.36,1.0,24.0,834.0,68237.5,43376.0,37.725491740088366,55.71919371814074,0.2523638176188859,0.01199536441344861,0.009736712262341136,0.009545472768792066,0.0015489611811472955,0.0024558936087656752,0.03904906633712815,0.010561911162659704,0.6356622091958234,3.098333333333333
HI9003-10-0001-001,33.0,99.9,1.0,32.0,1191.0,63963.62,51322.42,37.62838569904676,55.67448249870528,0.34258980562383246,0.010379784695779253,0.012192264829417541,0.011971354936461313,0.002755768456698271,0.002291026104642473,0.03508758150680306,0.0067334622968935765,0.8023689090767533,3.121875
HI1413-10-0001-001,25.0,74.95,1.0,24.0,1217.0,60596.8,41771.1,37.38144425182717,55.64584206080946,0.3311724460771442,0.010350237236234645,0.015351079111118602,0.011986091385784978,0.0063276680950491455,0.0035864801688288263,0.01426605131685739,0.015589130291572656,0.689328479391651,3.122916666666667
TT0000-10-0828-001,25.0,73.91,1.0,24.0,524.0,31829.1,20479.7,37.721477810075925,55.720204790128435,0.3208907984262627,0.014203084595253808,0.006282466901351477,0.011735431084543226,0.002867349071364799,0.0016963882938807134,0.034945898645137995,0.013101862133653209,0.6434269269316444,3.0795833333333333
HG8089-10-0001-001,35.0,99.99,2.0,33.0,1568.0,112757.4,64313.7,37.60035932359593,55.8503794825615,0.30885781176416205,0.01093297868087462,0.008808256509779564,0.013470497113298703,0.0026105759111468723,0.003152436517707539,0.010048910381487369,0.02651402629120482,0.5703723214618287,3.03
GI9164-10-0001-001,14.0,47.02,1.0,13.0,275.0,13236.0,10275.11,37.309672928430786,55.557791322487525,0.19950510249476938,0.0803621412844177,0.051951253448522146,0.015373992498799218,0.003105616520988537,0.003105616520988537,0.033380481210335065,0.04307755779054324,0.7763002417648837,3.616923076923077
HH4516-10-0002-001,28.0,94.91,1.0,27.0,333.0,33375.0,20121.7,37.483452099882435,55.805785415579905,0.3914279051878164,0.015874836291066785,0.008823913354329893,0.005012069957532773,0.0026155481677506425,0.0009521749632629939,0.03730595395609004,0.017665537196277448,0.6028973782771536,3.515185185185185
HG6283-10-0002-001,24.0,70.25,1.0,23.0,291.0,21045.1,13704.1,37.541313843549524,55.86046423158892,0.28219566540924607,0.0084975960234615,0.013599612370528518,0.0013998780504176568,0.0011125954626595832,0.003924085147638862,0.04513465718328311,0.013482410322898585,0.6511777088253323,3.0543478260869565
HH7187-99-0001-001,21.0,74.95,2.0,19.0,291.0,24055.5,15191.5,37.57210071283666,55.68745732927146,0.5537144990865033,0.0014568466470226877,0.02383917043059697,0.007224995204946903,0.0028228606635944133,0.002738383661910979,0.03636200470304126,0.005086396860113966,0.6315187794890982,3.944736842105263
HH6449-10-0001-004,78.0,294.95,7.0,71.0,313.0,50453.8,29973.2,37.548560495357826,55.75141115947468,0.7498545545309048,0.007314674946031805,0.008998458752545036,0.007545677463000617,0.004431509160126091,0.0042784560261636745,0.013893953934431222,0.008805853055738756,0.5940722007063888,4.154225352112676
HG9076-99-0005-001,19.0,61.65,1.0,18.0,170.0,18429.8,8556.9,37.63675375210691,55.87232079095731,0.1963991504313058,0.02339132629522914,0.025110331594527774,0.0027849826633139243,0.005115054335287923,0.0016800640911018962,0.006915605445758309,0.014001716326573061,0.4642969538464877,3.425
HI5806-10-0001-001,61.0,199.9,3.0,58.0,1805.0,136807.2,71988.0,37.5294992272782,55.656060159991625,0.48024655192472526,0.011075150740950829,0.061396136400176875,0.007981673054788708,0.0001442114581596184,0.0036695936682208776,0.06042507578555616,0.017048139130411723,0.5262003754188376,3.4465517241379313
HI7186-10-0002-001,18.0,53.72,1.0,17.0,464.0,31040.8,19738.1,37.57282349311552,55.51827341192472,0.21602323565217227,0.03494689074207242,0.02271131890174221,0.013945990095405009,0.0019256545908415536,0.002070479327092009,0.01241155716271683,0.02045913814377737,0.6358760083503002,3.16
HI8909-10-0001-001,16.0,54.35,1.0,15.0,516.0,58207.8,32862.1,37.633867386318286,55.651409684955844,0.33221571202693473,0.014493355716523791,0.014798834543240984,0.008429923678649311,0.003150798233678649,0.0017468578602823509,0.031186089567164423,0.010928521747141973,0.5645652300894382,3.6233333333333335
II1217-10-0001-001,31.0,100.25,1.0,30.0,1320.0,79906.1,47005.7,37.70666819265265,55.63627566713765,0.39245990557975646,0.02592099487220995,0.02352000225381415,0.007892821612463519,0.006023498859780198,0.00941402421320297,0.02199645204433058,0.021564182241040793,0.588261722196428,3.341666666666667
HH9885-10-0001-001,38.0,119.11,2.0,36.0,1083.0,111096.8,58349.6,37.661741093712855,55.690777570941634,0.41802260415288633,0.003918718190364901,0.01494956529482392,0.009395628161958222,0.004034755024530537,0.0019463013160821812,0.05063736804686357,0.015922129376929748,0.5252140475693269,3.308611111111111
HH3071-10-0003-001,23.0,81.5,23.0,23.0,143.0,16641.3,12974.8,37.43528059544107,55.71404458351606,0.2714504048689736,0.019801687089986256,0.016999282534080028,0.008093544090829552,0.0028929729492646323,0.003621009123255067,0.01639993706057943,0.018840659897847906,0.7796746648398863,3.5434782608695654
HH6959-10-0001-001,5.0,28.0,1.0,4.0,22.0,2671.5,1947.9,37.56575717732685,55.73451911583338,1.2093010853921886,0.009788394095143984,0.007772611566922882,0.009875897875209946,0.006236322533291342,0.004923877419351083,0.014709756686949025,0.00785581227501448,0.7291409320606401,7.0
HI3673-10-0002-001,15.0,46.17,1.0,14.0,605.0,35083.0,23486.5,37.45723546120163,55.54347875072573,0.18041881869211862,0.0201998555940736,0.05986902646464873,0.019816774137345446,0.0024533892816762967,0.0012812050912358798,0.017297446811654023,0.08334257395524229,0.6694552917367386,3.297857142857143
HH1778-10-0002-001,12.0,59.8,2.0,10.0,318.0,30428.0,16182.9,37.394634513270546,55.70041034255451,0.22778161654157694,0.046101374488771586,0.02608111139547866,0.009727491267515341,0.0011930975300123458,0.0020368560611015245,0.026734098939084162,0.025223689358799786,0.5318423820165636,5.9799999999999995
HI7450-10-0002-001,27.0,80.72,1.0,26.0,250.0,16328.7,12582.4,37.58247102205527,55.58249465879752,0.24748040103874858,0.005593340133811742,0.024773010281392872,0.007878253342334768,0.008031967930453078,0.006946630758371569,0.014819885641829456,0.04323101020489355,0.7705696105629963,3.1046153846153848
HI1313-10-0001-001,25.0,74.93,1.0,24.0,1320.0,67624.2,45492.3,37.38112060658328,55.64401510945398,0.3174523615457541,0.0113312050649775,0.01564370985770539,0.013770810177090495,0.0065894195453555,0.005355012479554611,0.012415932525645868,0.014443619463233803,0.6727221911682505,3.1220833333333338
HH9178-10-0001-001,30.0,99.99,2.0,28.0,1679.0,187706.4,70295.0,37.63669974247621,55.69595099357984,0.4485823196854656,0.01882467535083595,0.01214709884638126,0.006684784209670359,0.005153763415827036,0.0050142314095614855,0.02881416426103708,0.006336567078024872,0.37449442320560195,3.5710714285714285
HH2608-10-0002-001,27.0,93.64,1.0,26.0,752.0,80036.0,46795.0,37.42353843664166,55.82020654032172,0.34270537856366606,0.012360696784934452,0.010904619528799238,0.003656405711841117,0.0010248318913309554,0.0018824642452052419,0.04502705914378804,0.010517113251030791,0.5846743965215653,3.6015384615384614
HH4282-10-0003-001,43.0,144.5,2.0,43.0,540.0,38961.3,27389.0,37.47674718807332,55.69726071123153,0.36167229810171575,0.012314474691802154,0.010445759644493796,0.015204596078062758,0.00547851835514333,0.009684826319702534,0.044506284517571236,0.0336944760341612,0.7029796233698568,3.36046511627907
HH4226-10-0002-001,25.0,75.0,1.0,23.0,323.0,28476.8,15722.8,37.47445653096178,55.79035758171526,0.30495628066000513,0.019327599170105875,0.0220602222594075,0.013809583678255072,0.005123242793015898,0.003688392687207198,0.055164706329893363,0.012613147567068803,0.5521266434430835,3.260869565217391
HH9687-10-0001-001,19.0,66.96,1.0,19.0,443.0,60192.6,32072.3,37.65634248218486,55.687739807405315,0.33298563198017384,0.010005398973164928,0.013114554743598614,0.008104265810690582,0.002454697106981928,0.004255463155872479,0.050010056048504455,0.01551345742374467,0.5328279555958706,3.5242105263157892
HH4414-10-0002-001,23.0,74.8,2.0,21.0,308.0,41494.5,23350.2,37.4810934384541,55.80841563689411,0.42681175617135153,0.016395476110700382,0.00801166487637168,0.008432661584443085,0.0009493874007591316,0.002599306662428832,0.036364122214374926,0.01656331068024751,0.5627300003614937,3.5619047619047617
GI9768-10-0003-001,4.0,15.8,1.0,3.0,72.0,3681.0,2693.4,37.32397046845557,55.55181819885118,0.31909247408480257,0.08295931913850373,0.062084638375506755,0.003624788034191515,0.003527629787736529,0.0016597211141145894,0.02347202793468993,0.04492793679055482,0.7317033414832926,5.266666666666667
HH7360-10-0002-001,17.0,60.0,2.0,15.0,62.0,17184.0,9092.0,37.57970326931498,55.73275691609581,0.6622655825929775,0.0060359124895233,0.014834466392774607,0.009170720447780972,0.006723185676688089,0.0027294020641914687,0.025573310995088243,0.020964107284812586,0.529096834264432,4.0
GI4549-10-0001-001,13.0,39.74,1.0,12.0,432.0,28942.5,19040.03,37.15149494658592,55.5832735115993,0.234737230810405,0.1904777462483274,0.020609501048401504,0.010031243981470823,0.0015199118746049962,0.017296345032890206,0.013465461559079742,0.15836595824825273,0.6578571305174051,3.311666666666667
HH7813-10-0001-001,27.0,76.14,2.0,25.0,599.0,62409.3,28840.4,37.596329297936954,55.81111878775629,0.37834161971635055,0.006596194042653719,0.015342948463170596,0.0104853336680057,0.0013613512323245708,0.004535739248165988,0.017823498724327726,0.007592474845106944,0.4621170242255561,3.0456
HH3883-10-0001-002,34.0,99.8,1.0,33.0,964.0,69295.5,39041.3,37.462911445525926,55.69432403624945,0.27838780886919756,0.023080234240318936,0.006805935196970582,0.01036037025329143,0.004349962599120254,0.003087572199441852,0.03618066176283555,0.020021403569685958,0.563403106983859,3.024242424242424
HH9350-10-0002-001,10.0,34.6,1.0,9.0,63.0,13289.6,7759.0,37.64595949844129,55.749653226339355,0.8237814525537053,0.009622016419666155,0.016194161871368618,0.005032412769997244,0.005164487293429609,0.00502374184630819,0.04611774294280643,0.009937904942974508,0.5838399951842042,3.8444444444444446
IG1490-10-0002-001,26.0,80.08,1.0,25.0,2386.0,138169.0,100334.4,37.715193575261736,55.84884362884205,0.1804248725389573,0.039160887837952345,0.01788417009238775,0.006371190130709712,0.0013139330220497164,0.0022490046732167846,0.018136166549829576,0.05262907121402214,0.7261715724945538,3.2032
IH3069-10-0001-001,,96.5,,31.0,1862.0,148545.5,84183.4,37.76908913836372,55.71671745717521,0.292679844268113,0.012777356481707114,0.0326494681108947,0.004584198987284917,0.002424844157939508,0.0031126703032729056,0.030199535849031255,0.016160207020808132,0.5667179416407767,3.1129032258064515
HH7489-10-0002-001,22.0,75.0,2.0,21.0,288.0,58453.1,21346.8,37.58272599844629,55.68329193318308,0.3826680766827518,0.010258573329749013,0.018918230621864655,0.00417844035994097,0.00400907484153779,0.004429063963601996,0.030302954858969874,0.0064963559330745565,0.3651953446438256,3.5714285714285716
HI6705-10-0001-001,33.0,109.8,1.0,32.0,533.0,64348.6,41059.4,37.55896182652843,55.657076984749416,0.3941658724420479,0.013873070724275901,0.05156800642682159,0.0025801946719788468,0.0010458853232331508,0.0041028873438822555,0.0586234489011248,0.01330722311862052,0.6380775960937768,3.43125
IH2812-10-0001-001,33.0,99.98,1.0,32.0,1278.0,100339.3,67407.2,37.75310454045841,55.81377716381773,0.3275448207301408,0.01277122903444269,0.012726187900935227,0.0052131972456336195,0.0013040675073069216,0.002065966696619895,0.023016041770092355,0.04139267711674635,0.6717926076821344,3.124375
HH7338-10-0002-001,20.0,65.0,2.0,18.0,142.0,40482.9,19400.0,37.577008193675084,55.76984115860318,0.5468019012123314,0.008704569283058896,0.020975460541592265,0.00973662741063899,0.0027846101471181526,0.002921189233826198,0.02267386041682581,0.010102101011138011,0.4792146807664471,3.611111111111111
HG7262-10-0002-001,14.0,45.4,2.0,12.0,101.0,13101.9,5734.3,37.57486614946586,55.895469765535864,0.23541826609798647,0.012730004882434738,0.009367447692062894,0.006372836617550784,0.0030519430668663992,0.004001072006319849,0.019865495275644556,0.029255454944436734,0.4376693456674223,3.783333333333333
HH5646-10-0001-001,37.0,126.08,1.0,36.0,653.0,63357.0,39288.0,37.52314812206045,55.75576988704387,0.45908281243942606,0.002951382200700033,0.0030524091448637003,0.0032616832445380435,0.00226161079155359,0.0047470972986790655,0.02989924486723466,0.006969540242249766,0.6201051186135708,3.502222222222222
HH8233-10-0002-001,37.0,119.95,3.0,34.0,1106.0,112664.2,71666.7,37.53068388150655,55.65841170329954,0.39869031552828166,0.009930632356790741,0.058763244765093,0.0065199467252377965,0.0026793314806356273,0.0049812410986635,0.06226942604283193,0.015454084153988764,0.636108897058693,3.527941176470588
HH8721-10-0001-001,57.0,200.0,2.0,55.0,2134.0,192423.0,126206.68,37.624949278328316,55.79748100910757,0.42571245555087317,0.008862345514956602,0.00947984676407578,0.01175378495403036,0.002917084241540313,0.00838245911631102,0.022278562595023046,0.01469725909891573,0.6558814694709052,3.6363636363636362
IH3113-10-0001-001,26.0,78.845,1.0,25.0,726.0,43578.6,32109.9,37.772903974548214,55.81066554917557,0.35509692949558663,0.024526961703698696,0.028046460389900715,0.0071123392199717176,0.0046130702586696356,0.00472615569333096,0.01668061279259258,0.021351834407111532,0.7368272500722832,3.1538
HG7899-10-0002-001,32.0,99.65,1.0,31.0,721.0,72961.3,42041.9,37.59246892800562,55.83418347905267,0.4300528179847363,0.012259797962374868,0.013604651748518243,0.005210449184674931,0.001233912691548267,0.00253027261599181,0.01181389470239023,0.017159993813368503,0.5762219149055732,3.2145161290322584
HH2768-10-0001-001,25.0,71.0,2.0,23.0,242.0,19282.0,13840.2,37.42656905964988,55.717943786134285,0.35952545183366974,0.023251470027654826,0.009984035664124804,0.005993702081146572,0.0012903634556979439,0.004327836010237547,0.012724431168415274,0.011228245667232972,0.7177782387719117,3.0869565217391304
HH2557-10-0001-001,23.0,66.975,1.0,22.0,630.0,54695.1,32152.9,37.41863820319412,55.7367345744222,0.36083059566031894,0.004366979217633864,0.018946063624276734,0.004152236782690171,0.0010250805403662696,0.003524908225315624,0.030103684492431063,0.014845272108289924,0.5878570475234528,3.0443181818181815
IH3220-10-0002-001,21.0,74.29,1.0,20.0,348.0,55566.2,23634.5,37.77654161417989,55.799468460924224,0.25752457819335234,0.012780308223913572,0.03088643769915296,0.0032843963993071127,0.0018608477659120418,0.003723706779931805,0.008945497616187622,0.019358501620690943,0.42533950495085143,3.7145
TT0000-99-7980-001,27.0,94.35,1.0,26.0,200.0,24934.4,15830.3,37.551242033902525,55.668167932184026,0.40458600000000006,0.00404991448955483,0.042889009617833755,0.006293959832437772,0.0013672963351496873,0.0019375970875486887,0.0557227085716429,0.00950197375380755,0.6348779196611909,3.628846153846154
HI1412-10-0001-001,25.0,74.93,1.0,24.0,2595.0,144291.3,87287.1,37.37778033377746,55.64223802384021,0.2998568234440437,0.00919351383850254,0.013555606277639609,0.013006078788769783,0.00483320101748045,0.004950437127686118,0.010235381109397677,0.01594551425351053,0.6049366801740647,3.1220833333333338
HH5139-10-0001-001,47.0,159.98,3.0,44.0,680.0,72631.9,50272.0,37.505699984501966,55.76717336522824,0.4627450404416422,0.01646812785212729,0.010482339505214905,0.008725877651097273,0.0024058947749629736,0.0018047352761299978,0.04594987248970764,0.00672497400649264,0.6921476651443788,3.6359090909090908
HH9096-10-0001-001,34.0,99.81,1.0,33.0,1523.0,104495.7,60333.7,37.637878477822895,55.67423979562006,0.3399675656893689,0.01775954171204377,0.020058074064055506,0.012569338997144288,0.00354320229034814,0.0058208469246731915,0.04128660556400492,0.003989256298092263,0.5773797390706029,3.0245454545454544
HH3660-10-0002-001,27.0,93.3,3.0,24.0,563.0,72614.6,38957.0,37.4560497257405,55.732136912550175,0.37343443841618645,0.010132685371980171,0.01086073135787959,0.007148749029084743,0.0022002330091306943,0.0009224336076292998,0.043618338435373154,0.02293544014820272,0.5364899069884017,3.8874999999999997
IH0364-10-0001-001,13.0,49.1,2.0,13.0,238.0,30429.55,14794.36,37.67824781178975,55.726405154543066,0.49177015461734275,0.007689007236751172,0.0057316699028301474,0.006892928591832461,0.00027169455212743834,0.007319882842474796,0.012909994247766348,0.005268982708034121,0.48618398891866627,3.776923076923077
HI0241-10-0002-001,21.0,62.2,1.0,20.0,804.0,52384.8,40439.2,37.36748679449176,55.597107765909556,0.23634882056458492,0.040183582638097175,0.04022506142325388,0.007877775271930221,0.0014029102341262347,0.004575297648134715,0.014046868693030366,0.04368074943577873,0.7719643866159649,3.1100000000000003
HH9364-10-0003-001,33.0,115.9,1.0,33.0,629.0,88553.6,57072.0,37.64537751885575,55.725778017117015,0.5661186700981308,0.009747949427520192,0.0028413574002694713,0.0077752432961072865,0.0005099446801727029,0.005116857242818433,0.042604379995436814,0.016352339508744044,0.6444910201279225,3.512121212121212
HH7892-10-0001-001,45.0,149.15,3.0,43.0,662.0,72799.8,44885.5,37.59331792947405,55.67837446332763,0.44205843216127383,0.01813481680777991,0.01137431217734194,0.004473618083584644,0.003944716587260432,0.0035433078076539002,0.02854422537410084,0.018079819549553063,0.6165607597823071,3.468604651162791
HG4895-10-0003-001,25.0,75.0,1.0,24.0,472.0,45930.8,25601.8,37.49494019261129,55.84007292981924,0.2669371219586808,0.008229704570159709,0.01458904706368616,0.004353179698156246,0.0037895239147739458,0.006476886285453149,0.0074471094349237476,0.010651585037605717,0.5573993921290288,3.125
TT0000-10-0689-001,49.0,177.6,3.0,46.0,1207.0,136229.5,84246.6,37.52144432308634,55.745223295453954,0.6617403784010146,0.006678394539714243,0.0067409884148644465,0.007870297162920233,0.0033862328247634917,0.004259885768343788,0.0360428138408428,0.006134393957304056,0.6184167159095497,3.860869565217391
HH4031-10-0002-001,30.0,99.9,2.0,28.0,379.0,42050.0,22240.1,37.468639803161985,55.78039742185904,0.3122624342775158,0.028130441724372183,0.027461664895839587,0.002305394856391156,0.0021525567273017764,0.0015008050981998873,0.06669891145371806,0.01997822163093087,0.5288965517241379,3.567857142857143
HH5372-10-0001-001,17.0,58.0,2.0,15.0,117.0,16427.0,9345.19,37.512859570443815,55.711880740824164,0.9147453867844395,0.005818376141641656,0.02178751806821112,0.0007443913054698388,0.004147587229373587,0.0026436683066090915,0.044524739021253694,0.036143914473699176,0.5688920679369331,3.8666666666666667
HG9363-10-0001-001,52.0,161.61,2.0,50.0,1682.0,120783.7,68131.1,37.64476484742515,55.893456764012846,0.2849152354368446,0.017921510844970224,0.028849661473068274,0.01230477292383352,0.001341158919566176,0.007298087805627754,0.025442804049087105,0.0043450167348237645,0.5640752849929255,3.2322
HI7349-10-0001-003,23.0,74.85,1.0,23.0,888.0,76533.9,49066.0,37.58107938951694,55.58354062487196,0.26691327708118157,0.00442927932720728,0.02507788927835657,0.008989992333318745,0.008731600287347187,0.0077735975669970874,0.016408042165964896,0.04407679621458155,0.641101524945155,3.2543478260869563
HH3548-10-0001-008,23.0,81.07,2.0,21.0,585.0,96823.9,46478.0,37.453062668852766,55.75187717678756,0.3972243065752631,0.02122580619671175,0.026008798390819664,0.022022080221255683,0.005379785064765552,0.01825621124219762,0.05562291698212635,0.02696082471972362,0.48002610925608247,3.86047619047619
II1050-10-0001-001,24.0,69.77,1.0,23.0,744.0,57837.77,32883.38,37.70518504702835,55.584823370114236,0.3234018148681623,0.029349652983512355,0.04465767039916435,0.014843726971575204,0.0034728352882327286,0.00773569453933207,0.033892678778954924,0.053300002349499914,0.5685450874056867,3.033478260869565
HH3944-10-0001-001,23.0,80.45,2.0,21.0,116.0,54716.2,8876.2,37.45528074711494,55.74787950503596,0.494053033577847,0.016791726018575114,0.022894693910617953,0.017452617429718986,0.0011380240496403574,0.013690735373031634,0.05382840128469332,0.026278919176229324,0.1622225227629112,3.830952380952381
HH7063-10-0002-001,18.0,60.6,1.0,17.0,148.0,28423.1,17416.1,37.57002092177631,55.726755176511645,0.5565688845055583,0.006699184894421748,0.00932415812674826,0.008615434389348824,0.004345431158955281,0.002743340939684777,0.014558492601791834,0.016492401538984017,0.6127445634008958,3.5647058823529414
HH3884-10-0002-001,33.0,99.93,2.0,31.0,1047.0,76409.8,43876.8,37.457114012358616,55.69248827199233,0.37622517542242967,0.023527688963151987,0.0045143277460194505,0.005144235938390018,0.0014849861215813622,0.003041178067484884,0.03325885007245611,0.014188399999038478,0.5742300071456803,3.2235483870967743
IH1413-10-0002-001,11.0,39.02,1.0,10.0,212.0,24623.0,12868.5,37.71465360205243,55.81029877728772,0.32872732089822526,0.013946205736225457,0.016804091230585697,0.004487061829480657,0.0014192246263295244,0.0015241343731312424,0.009234777083065674,0.02613460670308597,0.5226211265889615,3.902
HH4235-10-0002-001,57.0,199.75,2.0,55.0,384.0,42242.0,25932.8,37.473416646401695,55.77382419992235,0.3216511490239291,0.02814354721079248,0.033847823854635216,0.007104197312671818,0.0018521020733563904,0.0032392225785089295,0.07037995497079216,0.023989999045641655,0.6139103262156148,3.631818181818182
HH8233-10-0002-002,37.0,120.0,3.0,34.0,1097.0,116091.5,73555.5,37.53243064974509,55.65931917913737,0.408386580663406,0.008396685972341745,0.05716379953304439,0.0071692012872167496,0.0044624776533185185,0.0038171192428145336,0.06262524908362248,0.013630854270597233,0.6335993591262065,3.5294117647058822
